descriptor,Te,r^2 (Te),Vp,RMSE (Vp),n0,Vf,i_sat
41.40730717185386,4.06648439619931,0.9463982378300239,8.07,0.059573800618680076,5998766508.414617,-1.05625,-1.8055555555555555e-05
41.89445196211096,4.05914926460864,0.9464381706692596,8.07,0.05959351370293256,5971194108.759546,-1.05625,-1.7956349206349193e-05
42.38159675236807,4.044475786670854,0.9465183932673698,8.07,0.05097205693781334,5915916510.705673,-1.05625,-1.77579365079365e-05
42.86874154262517,4.051813063421877,0.9464782222958228,8.07,0.05095487726634019,5943577502.584514,-1.05625,-1.785714285714285e-05
43.35588633288228,4.0910864315363025,0.9830597732464846,8.07,0.06799581252944117,5520648284.498028,-1.05625,-1.6666666666666678e-05
43.84303112313938,4.320471083195119,0.9891810373534087,9.10625,0.05985098322226866,5372097120.64466,-1.05625,-1.666666666666666e-05
44.33017591339648,4.202331311521187,0.9838562589498139,8.07,0.08519073291626907,5414663246.461543,-1.05625,-1.6567460317460313e-05
44.817320703653586,4.186611425531297,0.9838778709217082,8.07,0.05991071740689698,5359851314.377102,-1.05625,-1.636904761904761e-05
45.30446549391069,4.2730172128515385,0.9837595274384758,8.07,0.056191160525135994,5659075289.110273,-1.05625,-1.7460317460317452e-05
45.791610284167795,4.39326456055726,0.9888989493499433,8.07,0.0540498191772155,5612801882.752023,-1.05625,-1.7559523809523797e-05
46.2787550744249,4.247585908651654,0.9894685365822922,9.08625,0.05224827805669713,5127741977.78071,-1.05625,-1.5773809523809477e-05
46.765899864682005,4.119668770511276,0.9781931900133998,9.08625,0.06099538638194836,4257085060.450952,-1.05625,-1.2896825396825378e-05
47.25304465493911,4.97585568029213,0.9300454948474863,9.08625,0.055989754732204855,4750424192.633924,-2.1325,-1.5816326530612213e-05
47.740189445196215,4.574208091822527,0.86621655687111,8.09,0.07297738846758932,5274248243.639685,-2.1325,-1.6836734693877533e-05
48.22733423545332,4.4821576532049585,0.8667292644546059,9.08625,0.08226974415073651,4972923041.982553,-2.1325,-1.5714285714285722e-05
48.714479025710425,4.6577778012857065,0.86576410289639,9.08625,0.08167539587799044,5543489725.761989,-2.1525,-1.785714285714287e-05
49.20162381596753,4.0720467949225405,0.9349459912786461,8.069999999999999,0.08190079379123893,5657761977.416623,-2.1525,-1.704081632653068e-05
49.68876860622463,4.023907579694433,0.891191339431409,8.069999999999999,0.07545854838536699,4307442401.445448,-1.07625,-1.2896825396825476e-05
50.17591339648173,3.7855832324035927,0.9475945522937935,7.09375,0.0747144071020313,5431638398.57221,-1.07625,-1.5773809523809558e-05
50.66305818673884,3.8475166021456246,0.9855808397103301,8.069999999999999,0.07522601925285057,4710040854.873702,-1.07625,-1.3789682539682611e-05
51.15020297699594,3.990048336900387,0.984682546231924,8.069999999999999,0.07823790535694103,5257365050.002372,-1.07625,-1.5674603174603227e-05
51.63734776725305,3.7223290065619548,0.9867457823409943,7.09375,0.07797258683080734,5787646918.129116,-1.07625,-1.6666666666666732e-05
52.12449255751015,3.6326611791428562,0.9987331436443667,8.069999999999999,0.06987338641763957,5823769128.953196,-1.07625,-1.6567460317460387e-05
52.61163734776726,3.5763052866751104,0.9988621992942589,8.069999999999999,0.07312957029688322,5588303147.779972,-1.07625,-1.5773809523809548e-05
53.09878213802436,3.5922031295690964,0.9875554872788458,8.069999999999999,0.07456505619950794,5260305180.731752,-1.07625,-1.4880952380952372e-05
53.58592692828147,4.1336338453728505,0.964608766133054,8.069999999999999,0.07925103494568002,5230631268.026016,-1.07625,-1.58730158730159e-05
54.07307171853857,4.041495791864099,0.9655395650651045,8.069999999999999,0.08392396385382911,4896953817.384301,-2.1525,-1.469387755102043e-05
54.560216508795676,4.3571153879218,0.9763772061027921,8.069999999999999,0.08363169276987155,5043775779.157645,-2.1525,-1.571428571428573e-05
55.047361299052774,4.365694949242715,0.9763140651963866,8.049999999999999,0.08360257810477006,5071536864.024022,-2.1725,-1.5816326530612257e-05
55.53450608930988,4.3548786442373,0.9773374037659326,8.049999999999999,0.08366082781452339,5012310699.029378,-2.1725,-1.5612244897959194e-05
56.021650879566984,4.3896789690880045,0.9904413316175587,8.049999999999999,0.08310832946157895,5615093748.134833,-1.07625,-1.7559523809523855e-05
56.50879566982409,4.1389623201355725,0.9913378839231246,8.049999999999999,0.08398429627895562,4769877708.635338,-1.07625,-1.4484126984127024e-05
56.995940460081194,4.147068099936561,0.9913081464873006,8.049999999999999,0.08498142935602977,4797852323.982314,-1.07625,-1.4583333333333374e-05
57.4830852503383,4.236148812099239,0.9909846175295594,8.049999999999999,0.08319738476512012,5102366002.006652,-1.07625,-1.5674603174603196e-05
57.9702300405954,4.228056705155283,0.9910137571432629,8.049999999999999,0.07743548919760015,5074922050.472378,-1.07625,-1.5575396825396845e-05
58.45737483085251,4.147068099936561,0.991308146487301,8.049999999999999,0.08350762340820704,4797852323.982317,-1.07625,-1.458333333333338e-05
58.94451962110961,4.1632758239901735,0.9912488340764056,8.049999999999999,0.08345104359521455,4853653861.059508,-1.07625,-1.4781746031746073e-05
59.43166441136672,4.736392397271334,0.9558065702204094,9.04625,0.07761999068441047,4581076525.582546,-1.07625,-1.4880952380952411e-05
59.918809201623816,4.648360881566013,0.9562073272066842,9.04625,0.07735683002807367,4315968258.501834,-1.07625,-1.388888888888888e-05
60.40595399188092,4.442933165893129,0.9456829702156667,8.049999999999999,0.07706888934372934,4761482388.860764,-1.07625,-1.4980158730158714e-05
60.893098782138026,3.978482503822299,0.9661940294218521,8.049999999999999,0.07161623730454092,4665191059.23716,-1.09625,-1.3888888888888898e-05
